"Species","Disturbance.Severity","Disturbance.Frequency","Grazing.Pressure","Mowing.Frequency","Soil.Disturbance","L","M","N","R","T","RC1","RC2","RC3","RC4"
"Sideritis montana",0.4908,1.3412,0.3511,0.3972,0.2204,9,3,5,7,7,0.642,-0.3202,-0.9491,0.927
"Silaum silaus",0.4933,1.8932,0.2183,1.3107,0.2357,7,7,4,7,6,1.8361,-0.7405,0.8296,0.1292
"Silene baccifera",0.6342,0.3493,0.1914,0.0984,0.1207,6,7,7,7,6,-1.0212,-0.0856,1.0842,0.7217
"Silene conica",0.5525,1.2938,0.2911,0.309,0.4014,9,2,2,5,7,0.6209,0.7045,-1.9854,-0.6619
"Silene coronaria",0.6812,0.0433,0.2077,0.027,0.1106,6,4,5,7,7,-1.5816,0.4499,-0.3265,0.9451
"Silene dichotoma",0.5947,0.8182,0.221,0.2874,0.3912,7,4,6,7,7,-0.075,0.8126,-0.0056,0.7233
"Silene dioica",0.6224,0.2632,0.1748,0.1163,0.14,5,6,7.5,6.5,4,-1.2809,0.0623,1.1917,-0.3069
"Silene flos-cuculi",0.5161,1.3116,0.2096,0.9052,0.2175,7,7,4,5,5,0.9952,-0.5135,0.4775,-1.168
"Silene italica aggr.",0.6501,0.1273,0.2399,0.052,0.1227,7,3,3,8,6,-1.3738,0.1139,-0.9955,0.7937
"Silene latifolia",0.7063,0.8448,0.1651,0.498,0.399,7,4,7,7,6,0.0665,1.3373,0.5773,0.3924
"Silene noctiflora",0.8514,1.752,0.1309,0.4625,0.8047,7,4,6,8,6,0.9844,2.9303,0.6528,0.2016
"Silene nutans",0.5538,0.3826,0.2358,0.2352,0.1521,6.5,3,3,6.5,6,-0.9135,-0.044,-1.0177,0.0028
"Silene otites aggr.",0.4535,1.1623,0.3394,0.3775,0.2211,9,2,2,7,7,0.4172,-0.4689,-1.8845,0.5371
"Silene viscaria",0.5755,0.4044,0.2174,0.3162,0.2032,7,3,3,4,6,-0.5875,0.425,-1.2693,-1.2481
"Silene viscosa",0.5082,1.2576,0.3561,0.6646,0.2153,8,3,3,6,6,0.6535,-0.3262,-1.3752,-0.2009
"Silene vulgaris",0.5597,0.6731,0.2043,0.3548,0.2389,7.1667,4.1667,3.3333,6.6667,4.75,-0.2833,-0.0351,-0.3848,-0.529
"Sinapis arvensis",0.83,1.7848,0.136,0.4814,0.7566,7,5,6,7.5,5,1.0586,2.5359,0.9076,-0.39
"Sisymbrium altissimum",0.7486,1.7025,0.1926,0.8444,0.5492,8,4,6,7,6,1.3897,1.7269,0.3826,0.0946
"Sisymbrium loeselii",0.7909,1.4824,0.1414,0.9159,0.5498,7,4,7,7,6,1.0765,2.0826,0.8608,0.1679
"Sisymbrium officinale",0.77,1.4606,0.1857,0.9156,0.5513,8,4.5,7.5,7,6,1.343,1.8417,0.8604,0.2967
"Sisymbrium orientale",0.7707,1.5018,0.1917,0.5914,0.5518,8,4,6,8,7,0.9267,1.8289,0.3151,0.9837
"Sisymbrium strictissimum",0.6626,0.4734,0.1886,0.346,0.2462,6,6,7,7,7,-0.5753,0.5688,0.8487,0.9854
"Sium latifolium",0.3084,1.0699,0.1183,0.3661,0.0987,7,10,7,7,6,0.4242,-1.8727,2.304,0.5487
"Solanum dulcamara",0.5199,0.454,0.1613,0.1389,0.1266,6.5,8.5,8,6,5,-0.556,-0.652,1.781,-0.0971
"Solanum nigrum",0.7997,1.2986,0.1735,0.6519,0.6718,7,5,8,7,6,0.9086,2.348,1.0779,0.2066
"Soldanella montana",0.5887,0.1592,0.1979,0.0322,0.0942,5,6,3,2,4,-1.3991,-0.0319,-0.5713,-2.9361
"Solidago canadensis",0.6558,0.8568,0.1701,0.5867,0.2397,7.5,5,6,6,6,0.1879,0.5556,0.4567,-0.0315
"Solidago gigantea",0.6048,0.5623,0.176,0.2993,0.1646,7.5,6,7,6,6,-0.3007,0.0781,0.7959,0.1927
"Solidago virgaurea",0.6338,0.1225,0.2046,0.0451,0.117,5.5,5,3.8333,4.0833,4.3333,-1.4344,0.186,-0.4456,-1.7008
"Sonchus arvensis",0.718,1.5442,0.1705,0.3847,0.6094,7,5.25,6.5,7,5,0.7534,1.6747,0.865,-0.3611
"Sonchus asper",0.7393,1.399,0.1923,0.576,0.5949,7,5.5,7,7,5.5,0.8656,1.7043,0.9406,-0.0371
"Sonchus oleraceus",0.7548,1.2869,0.1828,0.6132,0.5677,7,4.5,8,7.5,6,0.716,1.8876,0.9993,0.5657
"Sorbus aria aggr.",0.676,0.05,0.2004,0.0114,0.1021,6,3.5833,3,7.4167,5.5833,-1.6882,0.2235,-0.7084,0.3143
"Sorbus aucuparia",0.6981,0.0665,0.1949,0.009,0.1309,6,5,4,4,4.3333,-1.4563,0.4984,-0.4452,-1.7219
"Sorbus domestica",0.6953,0.0198,0.2188,0.0032,0.1,4,4,4,8,7.5,-2.0948,0.4485,-0.4225,1.4865
"Sorbus torminalis",0.6951,0.0122,0.2019,0.0039,0.1005,4,4,4,7,7,-2.0765,0.5358,-0.4384,0.7908
"Sparganium emersum",0.2518,1.6442,0.0178,0.0345,0.0462,7,10,7,6,6,0.4167,-1.983,2.6117,-0.0437
"Sparganium erectum aggr.",0.2769,1.446,0.0921,0.2403,0.0739,7,10,7,7,6,0.524,-2.0284,2.4506,0.5101
"Spergula arvensis",0.8517,2.025,0.1344,0.3379,0.8206,6,5,6,4,5,1.0362,3.1995,0.5261,-2.1522
"Spergula morisonii",0.4328,1.2909,0.24,0.1195,0.3895,9,2.5,2,3,5.5,0.5754,0.2926,-1.8105,-2.2887
"Spergula pentandra",0.4052,1.5997,0.3429,0.378,0.3381,9,2,2,4,6,1.0111,-0.142,-2.1157,-1.4537
"Spergularia marina",0.5094,2.0218,0.3456,0.1062,0.2306,7.5,7,5,8.5,6,0.669,-0.9017,0.3887,1.1191
"Spergularia media",0.5037,2.2717,0.3083,0.0236,0.2108,7.5,7,5,7.5,6,0.7408,-0.8246,0.4389,0.6025
"Spergularia rubra",0.73,1.7906,0.2225,0.4022,0.5407,7.5,5,4,3.5,5,1.0065,1.6617,-0.4149,-2.205
"Spiraea salicifolia",0.6053,0.2398,0.1865,0.07,0.1273,7,8,5,5,6,-0.7973,-0.2743,0.5253,-0.4813
"Spirodela polyrhiza",0.2605,1.6361,0.0342,0.1018,0.0473,7,11,6.5,6,6,0.5414,-2.1411,2.6728,-0.0919
"Stachys annua",0.8232,1.7662,0.1452,0.5658,0.753,7,3,5,8,6,0.9917,2.7264,0.1687,0.148
"Stachys germanica",0.5942,0.6475,0.2757,0.3831,0.1857,7,3,5,7,7,-0.4225,0.2407,-0.6728,0.9094
"Stachys officinalis",0.5673,0.4142,0.2232,0.3478,0.1633,6.5,4,3.5,7,6,-0.7126,-0.1096,-0.5196,0.2719
"Stachys palustris",0.5793,0.9272,0.1435,0.3762,0.3355,7,7,6.5,7,5,0.1941,0.1676,1.3435,-0.0773
"Stachys recta",0.5021,0.727,0.3062,0.3352,0.1536,7,3,3,8,6,-0.4355,-0.5473,-1.0427,0.7714
"Stachys sylvatica",0.675,0.1466,0.183,0.0564,0.1137,4,7,7,7,5,-1.6658,0.1086,1.2629,0.3033
"Stellaria alsine",0.4809,1.0354,0.2713,0.3733,0.1546,5,8,4,4,5,-0.1182,-0.8155,0.2746,-1.527
"Stellaria graminea",0.5298,1.4286,0.1896,0.9672,0.3408,6,5,4,4.5,5,0.9778,0.2814,0.1094,-1.5789
"Stellaria holostea",0.6788,0.0687,0.1957,0.0309,0.1115,5,5,5,6,6,-1.6724,0.3943,-0.0222,0.0279
"Stellaria longifolia",0.673,0.1513,0.186,0.0519,0.1343,4,7,3,3,4,-1.5847,0.253,-0.1301,-2.5285
"Stellaria media",0.7094,0.8058,0.2658,0.4396,0.5142,6,5,8,6,5,0.0749,1.5068,0.6229,-0.3816
"Stellaria nemorum",0.6262,0.2061,0.1737,0.0572,0.1071,4,7,7,5,5,-1.5248,0.0979,1.076,-0.6603
"Stellaria pallida",0.5383,0.7826,0.2443,0.1995,0.3301,7,4,6,6,6,-0.1902,0.4095,-0.1496,-0.0654
"Stellaria palustris",0.4031,1.3727,0.2052,0.5477,0.1448,6,9,4,6,5,0.5435,-1.465,1.0911,-0.6753
"Stipa borysthenica aggr.",0.4162,1.2811,0.2459,0.4107,0.3326,9,2,2,5,7,0.751,0.019,-1.7315,-0.6631
"Stipa capillata",0.4808,1.5628,0.3896,0.543,0.1896,9,2,2,8,7,0.7904,-0.6436,-1.848,1.0839
"Stipa dasyphylla",0.4856,2.0628,0.4133,0.8881,0.1584,9,2,2,7,7,1.5083,-0.6917,-1.8784,0.6418
"Stipa eriocaulis",0.4444,1.2144,0.3692,0.2633,0.2081,9,1.5,2,8.3333,7.5,0.2564,-0.6027,-2.0154,1.4167
"Stipa pennata",0.4723,1.2689,0.3559,0.517,0.157,8,2,2,7,7,0.3455,-0.5595,-1.8284,0.6085
"Stipa pulcherrima",0.4399,1.3417,0.3692,0.3593,0.1733,9,1.5,1.5,7.5,6.5,0.4179,-0.7477,-2.1015,0.5839
"Stipa tirsa",0.4887,2.0156,0.3696,0.9941,0.1372,8,3,3,7,7,1.427,-0.7139,-1.1453,0.7236
"Stipa zalesskii",0.4742,1.6053,0.4386,0.7535,0.1816,8.5,2,2,8,7,0.97,-0.7624,-1.9447,1.1414
"Succisa pratensis",0.4329,1.1672,0.2406,0.7118,0.1768,7,7,2.5,5,5,0.695,-1.0735,-0.0619,-1.2846
"Symphyotrichum novi-belgii aggr.",0.5952,0.6794,0.1844,0.3132,0.1751,6.5,6.5,8.5,7.5,6,-0.3691,-0.0345,1.5111,1.0642
"Symphytum officinale",0.5301,0.8447,0.1636,0.5182,0.2146,7,7.1667,7.8333,7,6,0.2302,-0.2859,1.596,0.6551
"Symphytum tuberosum aggr.",0.6887,0.0503,0.1928,0.018,0.105,4,5,5.6667,7,5.6667,-1.9423,0.3863,0.3531,0.4422
"Syringa vulgaris",0.6221,0.2317,0.2179,0.0745,0.1541,7,4,6,7,7,-1.0615,0.3083,-0.1308,1.0307
"Takhtajaniantha austriaca",0.4443,1.0102,0.3665,0.2769,0.1792,8,3,2,8,7,-0.0035,-0.8376,-1.6245,1.0761
"Tanacetum corymbosum",0.6394,0.1409,0.2213,0.1034,0.1105,6,4,4,7,7,-1.4005,0.1955,-0.5724,0.8188
"Tanacetum vulgare",0.6229,1.1519,0.1726,0.6987,0.3021,7,5,6,7,6,0.4995,0.4996,0.6842,0.3399
"Taraxacum besarabicum",0.4472,2.1789,0.5475,0.6008,0.2218,9,6,5,8,7,1.7187,-1.3504,-0.7041,1.5541
"Taraxacum sect. Erythrosperma",0.4594,1.1642,0.3172,0.3369,0.2645,8,3,3,7,6,0.2919,-0.3965,-1.1989,0.1649
"Taraxacum sect. Palustria",0.4113,1.5132,0.2546,0.6109,0.1298,8,8,2.5,8,5,0.9467,-1.7933,0.4696,0.1863
"Taraxacum sect. Taraxacum",0.5859,1.0915,0.267,0.7378,0.375,7,5,7.5,7,5,0.6956,0.4096,0.748,0.1608
"Taraxacum serotinum",0.5007,1.8608,0.4082,0.8089,0.182,9,3,3,8,8,1.3547,-0.6541,-1.4078,1.6263
"Taxus baccata",0.6722,0.0341,0.1908,0.005,0.1061,4,5,5,7,5,-1.9664,0.2419,0.2529,0.0815
"Teesdalia nudicaulis",0.4861,1.5685,0.2566,0.2654,0.4567,8,3,2,2,6,0.8383,0.7639,-1.7996,-2.6442
"Tephroseris crispa",0.4803,0.9772,0.166,0.5384,0.1219,6,8,5,4,5,0.1594,-0.7546,0.9213,-1.4667
"Tephroseris integrifolia",0.4201,1.1361,0.269,0.2947,0.1249,7,4.25,3,7.75,6,-0.089,-1.0607,-0.5491,0.5879
"Teucrium botrys",0.5247,1.2423,0.3027,0.2697,0.3144,9,2,3,8,6,0.3706,0.0261,-1.3376,0.5928
"Teucrium chamaedrys",0.5533,0.4642,0.2907,0.2577,0.1374,7,3,3,8,7,-0.7723,-0.2722,-1.1415,1.2021
"Teucrium montanum",0.4818,0.7345,0.3164,0.2505,0.1577,9,1,2,9,7,-0.2654,-0.5262,-1.8849,1.567
"Teucrium scordium",0.4026,1.0459,0.2863,0.4583,0.1214,7,8,6,7,7,0.376,-1.3937,0.8353,1.0329
"Thalictrum aquilegiifolium",0.6221,0.1811,0.1868,0.0502,0.1025,5,7.5,7,6.5,4,-1.3691,-0.2883,1.3434,-0.3175
"Thalictrum flavum",0.4884,1.0672,0.1809,0.6656,0.1337,7,8,5.5,8,6,0.4646,-1.0628,1.3846,0.9124
"Thalictrum foetidum",0.4723,0.6766,0.3004,0.2685,0.1495,7,2,3,9,6,-0.6181,-0.6226,-1.1473,1.245
"Thalictrum lucidum",0.5391,0.9664,0.1785,0.7831,0.1752,7,8,4.5,7,6,0.5481,-0.7019,1.0264,0.2789
"Thalictrum minus",0.515,0.7279,0.2948,0.4135,0.1796,6,3,3,8,7,-0.5223,-0.2891,-1.0036,1.1178
"Thalictrum simplex",0.545,0.9115,0.2288,0.6376,0.1631,7.5,6.5,3,7.5,6,0.3076,-0.7201,0.0955,0.4172
"Thelypteris limbosperma",0.6448,0.0958,0.1986,0.0196,0.1041,4,6,4,3,4,-1.7133,0.2323,-0.1795,-2.3467
"Thelypteris palustris",0.4642,0.4986,0.1324,0.155,0.112,5.5,8.5,5.5,5,6,-0.6883,-0.7922,1.1773,-0.538
"Thesium alpinum",0.4149,0.7309,0.2591,0.1288,0.1089,7,4,2,6,4,-0.5597,-1.0821,-0.9757,-1.1419
"Thesium dollineri",0.4772,1.7063,0.339,0.5445,0.1889,7,3,3,8,7,0.5523,-0.5721,-1.0249,1.101
"Thesium linophyllon",0.4993,0.7844,0.2778,0.4739,0.1307,7,3,2.5,8,6.5,-0.2862,-0.5815,-1.0365,0.8964
"Thesium pyrenaicum",0.4554,1.4644,0.2662,0.5881,0.1533,7,4,2,4,5,0.5432,-0.5956,-1.0919,-1.7678
"Thesium ramosum",0.4654,1.8183,0.3761,0.5952,0.1802,7,3,3,8,7,0.6993,-0.7088,-1.1358,1.1459
"Thlaspi arvense",0.8587,1.9324,0.1258,0.4275,0.8231,6.5,5,6.5,7,5,1.0802,2.9534,1.031,-0.6638
"Thymelaea passerina",0.5717,1.8843,0.3337,0.5538,0.3624,7,4,5,8,7,0.9216,0.2636,-0.3043,1.1573
"Thymus odoratissimus aggr.",0.4776,1.3543,0.3291,0.5802,0.1717,7.75,3,3,7.5,6.75,0.4916,-0.6035,-1.1205,0.8099
"Thymus praecox",0.4414,1.1463,0.3278,0.3541,0.1858,8,2.25,1.5,6.75,6,0.1478,-0.6563,-1.7904,-0.0437
"Thymus pulcherrimus",0.3845,0.8214,0.2596,0.0428,0.1277,8,5,3,7,3,-0.2958,-1.4551,-0.362,-0.965
"Thymus pulegioides",0.4836,1.2185,0.2774,0.656,0.2166,7,4,3,6,6,0.4766,-0.3898,-0.7693,-0.3223
"Thymus serpyllum",0.4718,0.8582,0.3065,0.3546,0.2106,7,2,2,4,6,-0.1706,-0.0456,-1.9853,-1.3235
"Tilia cordata",0.6986,0.0355,0.1917,0.0076,0.109,4.5,5,5,6,5.5,-1.8492,0.4652,0.0478,-0.1787
"Tilia platyphyllos",0.696,0.0512,0.1612,0.0042,0.1026,4,5,7,7,6,-1.9549,0.5556,0.7685,0.7139
"Torilis arvensis",0.6947,0.4752,0.2123,0.2819,0.26,7,4,6,7,7,-0.5949,0.8815,-0.0398,0.9029
"Torilis japonica",0.6548,0.3219,0.1929,0.2139,0.1906,6,5,8,7,6,-0.9455,0.511,0.8679,0.7917
"Tragopogon dubius",0.6038,1.1124,0.268,0.6123,0.2716,8,4,5,7,7,0.5167,0.3082,-0.3373,0.7859
"Tragopogon pratensis",0.51,1.777,0.1735,1.2694,0.3124,7,4.9,6,7,5.2,1.6762,-0.0447,1.023,-0.0539
"Traunsteinera globosa",0.4262,1.6166,0.2609,0.4433,0.1466,7,5,3,8,4,0.4486,-1.2643,-0.0254,-0.1718
"Trifolium alpestre",0.5539,0.4414,0.2526,0.3288,0.1451,7,3,3,7,6,-0.688,-0.1714,-1.015,0.2728
"Trifolium arvense",0.5375,1.3244,0.3022,0.5926,0.3508,8,3,2,4,5,0.792,0.3217,-1.6006,-1.8969
"Trifolium aureum",0.5385,1.0281,0.2436,0.7098,0.2886,7,4,4,4,4,0.5061,0.1865,-0.5185,-2.0441
"Trifolium campestre",0.5799,1.0711,0.2952,0.5574,0.3095,8,4,4,6,6,0.5217,0.2493,-0.7516,-0.231
"Trifolium dubium",0.5097,1.9796,0.2838,1.1694,0.37,6,4.5,4.5,6,6,1.6088,0.1267,-0.0065,-0.3586
"Trifolium fragiferum",0.5227,1.6802,0.5326,0.6139,0.1808,8,7,7,8,6,1.1513,-1.1762,0.1148,1.464
"Trifolium hybridum",0.5816,1.6398,0.2239,0.7869,0.3065,7,6,7,7,6,1.0762,0.1585,1.0709,0.4784
"Trifolium medium",0.5639,0.5422,0.2071,0.455,0.2078,7,4,4,6,6,-0.3077,0.1109,-0.4405,-0.2067
"Trifolium montanum",0.5008,1.1581,0.2658,0.8171,0.1653,7.5,3,2.5,8,6,0.4881,-0.5624,-0.8188,0.6261
"Trifolium ochroleucon",0.5547,0.5376,0.2703,0.4226,0.1696,7,4,3,8,6,-0.4461,-0.3745,-0.6902,0.7289
"Trifolium pratense",0.516,1.3749,0.2618,0.8949,0.3226,7,5,6,7,5,1.0332,-0.1137,0.5271,-0.0122
"Trifolium repens",0.5322,1.7372,0.3937,0.9428,0.3505,7.5,5,6,6,5,1.5372,-0.1148,-0.0893,-0.3708
"Trifolium retusum",0.5924,2.2521,0.4156,0.3916,0.3459,8,3,3,7,7,1.1105,0.2601,-1.5173,0.5423
"Trifolium rubens",0.5802,0.366,0.2457,0.3263,0.114,7,3,3,8,6,-0.845,-0.2345,-0.8797,0.7829
"Trifolium spadiceum",0.4647,1.4284,0.1868,0.7607,0.2037,7,7,3,3,4,0.9751,-0.6495,0.1568,-2.6786
"Trifolium striatum",0.5436,1.806,0.3512,0.6655,0.3348,8,3,3,4,7,1.2207,0.4091,-1.6154,-0.9172
"Triglochin palustris",0.3824,1.928,0.3838,0.6481,0.1157,8,9,2,7,5,1.4162,-2.2317,0.0299,-0.2193
"Trinia glauca",0.4708,1.0901,0.3719,0.3387,0.1922,9,2,2,8,8,0.256,-0.546,-1.9972,1.4937
"Tripleurospermum maritimum aggr.",0.7943,1.8113,0.1594,0.4595,0.6463,7,5,6.5,6,6,1.0095,2.2971,0.6885,-0.489
"Tripolium pannonicum",0.4907,2.0586,0.3329,0.0641,0.2157,7.5,5,6.5,7,7,0.5925,-0.4192,0.0699,1.0112
"Trisetum flavescens",0.5065,1.5801,0.1688,1.2625,0.3469,7,5,5,6,5,1.6042,0.0643,0.6765,-0.7678
"Trollius europaeus",0.4961,0.7514,0.2018,0.4327,0.1561,7,7,5,6,4,-6e-04,-0.8143,0.7369,-0.8775
"Turritis glabra",0.5605,0.5198,0.251,0.3375,0.1772,6,3,5,7,6,-0.7544,0.1007,-0.4568,0.4709
"Tussilago farfara",0.6341,0.8367,0.1959,0.402,0.3205,8,6,6,7.5,5,0.2188,0.2835,0.7615,0.215
"Typha angustifolia",0.2765,1.6055,0.1057,0.4547,0.1245,8,10,7,7,6,1.147,-1.9834,2.4182,0.4775
"Typha latifolia",0.2872,1.5216,0.113,0.4471,0.1242,8,10,8,7,6,1.091,-1.8947,2.6103,0.6235
"Ulmus glabra",0.6993,0.0519,0.1759,0.0048,0.1047,4,6,7,7,5,-1.891,0.3396,1.0229,0.3211
"Ulmus laevis",0.698,0.0886,0.1979,0.0123,0.1125,4,7.5,7,7,6,-1.7344,0.1856,1.2084,0.7318
"Ulmus minor",0.6855,0.0913,0.2044,0.0254,0.1124,4.75,5.5,7,7.75,6.5,-1.7014,0.3279,0.7323,1.3176
"Urtica dioica",0.6066,0.4421,0.1853,0.2474,0.1818,5,6,9,7,5,-0.9195,0.1865,1.558,0.4777
"Vaccinium myrtillus",0.6124,0.152,0.2081,0.0212,0.1258,5,5,3,2,5,-1.45,0.3501,-0.9411,-2.5455
"Vaccinium oxycoccos",0.3124,0.5616,0.1338,0.142,0.1546,7,9,1,2,4.5,-0.1096,-1.501,-0.0947,-3.1982
"Vaccinium uliginosum",0.393,0.535,0.2004,0.0237,0.104,6,8,2.5,1,4,-0.5933,-1.0738,-0.309,-3.5387
"Vaccinium vitis-idaea",0.5578,0.2185,0.2107,0.0149,0.126,5,4.5,1.5,2,4,-1.4209,0.0376,-1.3234,-3.1516
"Valeriana dioica",0.4482,0.8783,0.1714,0.5255,0.1152,7,8,2.5,5.6667,5,0.2073,-1.2544,0.4325,-0.9675
"Valeriana officinalis aggr.",0.5789,0.4308,0.1777,0.2601,0.1379,6.4,7.4,6.8,6.4,5,-0.5969,-0.3606,1.2397,-0.0372
"Valeriana stolonifera",0.5419,0.493,0.2307,0.3131,0.1245,7,4,4,7,7,-0.6073,-0.2556,-0.5256,0.7902
"Valerianella carinata",0.618,1.1747,0.2937,0.446,0.423,7,4,5,8,7,0.343,0.7095,-0.3179,1.1002
"Valerianella dentata",0.7739,1.4403,0.1855,0.4371,0.6802,7,4,6,7,6,0.7068,2.2933,0.2844,-0.0577
"Valerianella locusta",0.627,1.3552,0.2315,0.577,0.4964,7,4,6,7,6,0.7205,1.106,0.1876,0.1843
"Veratrum album",0.5376,0.2719,0.1961,0.0983,0.1078,7,6.5,6,5,4,-0.7914,-0.5076,0.5776,-1.1328
"Veratrum nigrum",0.6601,0.1138,0.199,0.0738,0.1092,6,4,5,7,6,-1.4729,0.2939,-0.1778,0.5239
"Verbascum blattaria",0.6656,1.0846,0.2318,0.5202,0.3438,8,5,6,7,7,0.4985,0.7388,0.2244,0.7971
"Verbascum chaixii",0.5625,0.3955,0.2498,0.2486,0.1359,7,3,5,7,6,-0.7966,-0.0419,-0.5537,0.5414
"Verbascum densiflorum",0.6156,0.8904,0.2273,0.463,0.261,8,4,6,7,6,0.1678,0.3889,0.0667,0.4904
"Verbascum lychnitis",0.5241,0.9371,0.2844,0.4492,0.194,7,3,5,7,6,-0.075,-0.1227,-0.5393,0.4737
"Verbascum nigrum",0.5914,0.4818,0.218,0.352,0.1942,7,5,6,6,5,-0.4139,0.0743,0.2663,-0.321
"Verbascum phlomoides",0.6084,0.9576,0.2549,0.5873,0.2623,8,4,6,7,6,0.3723,0.3079,0.0042,0.5175
"Verbascum phoeniceum",0.5328,0.8048,0.344,0.5429,0.1811,8,3,3,7,7,0.1105,-0.3028,-1.3997,0.7359
"Verbascum speciosum",0.5631,0.7107,0.2692,0.3717,0.2272,8,3,5,7,8,-0.1005,0.2612,-0.7785,1.2655
"Verbascum thapsus",0.637,0.8728,0.205,0.4398,0.2621,8,4,6.5,7,6,0.1098,0.5426,0.2615,0.5315
"Verbena officinalis",0.6721,1.1674,0.2609,0.7379,0.3638,8.5,5,7,7,6,0.9413,0.7105,0.4724,0.5412
"Veronica agrestis",0.8133,1.4798,0.1517,0.4485,0.7608,6,5,7,6,6,0.7166,2.7884,0.8181,-0.5514
"Veronica anagallis-aquatica",0.4505,1.3544,0.166,0.1801,0.1759,7.5,9,6,6,6,0.4403,-0.9864,1.4341,-0.0643
"Veronica anagalloides",0.5783,1.6962,0.2348,0.1992,0.2684,7.5,9,6.5,7,6.5,0.698,-0.3595,1.3799,0.6539
"Veronica arvensis",0.6487,1.7076,0.2165,0.5694,0.548,7,5,6,6,6,1.0883,1.3098,0.4027,-0.3921
"Veronica austriaca",0.5122,0.8227,0.2831,0.521,0.144,7.5,3,3.5,7.5,6.5,-0.0669,-0.428,-0.8939,0.7887
"Veronica beccabunga",0.4495,0.9347,0.1761,0.2178,0.1356,6.5,9.5,6.5,7,5,-0.0488,-1.2735,1.8397,0.1382
"Veronica catenata",0.4127,1.7038,0.2077,0.2023,0.1543,8,9,7,7,7,0.8178,-1.2701,1.5992,0.9923
"Veronica chamaedrys aggr.",0.5688,0.4992,0.1886,0.4164,0.2493,6,4.375,5.875,7,5.25,-0.5164,0.2243,0.3929,0.121
"Veronica dillenii",0.5101,1.3096,0.2775,0.3352,0.4463,8,2,2,4,7,0.591,0.82,-1.9797,-1.2278
"Veronica filiformis",0.5358,0.9317,0.2488,0.6098,0.3208,7,5,7,5.5,6,0.4591,0.2914,0.3884,-0.1702
"Veronica hederifolia aggr.",0.7806,0.5442,0.1623,0.2673,0.5435,6.25,4.875,6.875,6.875,6,-0.3652,1.9922,0.6335,0.1682
"Veronica longifolia",0.5661,0.8639,0.1885,0.5734,0.1536,7,8,6,7,6,0.2173,-0.5652,1.2658,0.5188
"Veronica montana",0.6744,0.0787,0.187,0.0249,0.1055,3,6,6,6,5,-2.0056,0.3139,0.6899,-0.292
"Veronica officinalis",0.6186,0.1952,0.2312,0.122,0.171,5.5,4,4,3.5,5,-1.2377,0.477,-0.8409,-1.7164
"Veronica orchidea",0.4935,1.2647,0.3169,0.7464,0.1444,8,3,3,8,7,0.5955,-0.6497,-1.0133,1.1783
"Veronica peregrina",0.6662,1.6471,0.2333,0.2959,0.3976,8,7.5,6.5,7.5,7,0.8525,0.5233,1.0073,0.9833
"Veronica persica",0.8416,1.8547,0.1418,0.4856,0.8017,6.5,5,7,7,6,1.1027,2.8971,1.0154,-0.1493
"Veronica polita",0.8463,1.7977,0.1444,0.492,0.8094,7,4,7,7,6,1.1142,3.0488,0.7324,-0.1357
"Veronica praecox",0.5249,1.5395,0.318,0.3464,0.3373,9,2,2,8,7,0.6834,0.0721,-1.6517,0.8396
"Veronica prostrata",0.4965,1.6369,0.3416,0.7728,0.1737,8.5,2,2,8,7,0.9416,-0.5461,-1.5481,1.0342
"Veronica scutellata",0.3826,1.4398,0.1974,0.3271,0.1448,8,9,5,4,5,0.8405,-1.3703,0.9495,-1.4789
"Veronica serpyllifolia",0.5318,1.2907,0.3645,0.808,0.3661,6,5,5,5,5,0.8096,0.1123,-0.3652,-1.0202
"Veronica spicata",0.4953,0.9547,0.3139,0.515,0.1724,7,3,2,7,6,-0.0303,-0.5129,-1.3488,0.1415
"Veronica triphyllos",0.7981,1.7845,0.1668,0.3193,0.7422,6.5,4,4.5,5,7,0.8044,2.8051,-0.2905,-0.9163
"Veronica verna",0.5218,1.6056,0.3302,0.4927,0.3634,8,2,2,4,7,0.863,0.5367,-2.0867,-1.089
"Viburnum lantana",0.6785,0.0642,0.2008,0.0152,0.0984,7,4,5,7,7,-1.3974,0.367,-0.356,0.9654
"Viburnum opulus",0.6838,0.0873,0.1938,0.0086,0.1058,6,6,6,7,5,-1.4556,0.0981,0.6015,0.2416
"Vicia cassubica",0.6583,0.1219,0.2005,0.0851,0.1396,6,4,4,7,6,-1.4281,0.3133,-0.424,0.3622
"Vicia cracca",0.5361,1.1611,0.1826,0.8327,0.2924,7,5.5,5,6,4.5,0.7699,-0.0452,0.5816,-0.8623
"Vicia dumetorum",0.6662,0.0972,0.188,0.0604,0.1119,6,5,5,7,6,-1.4417,0.2059,0.0896,0.5045
"Vicia hirsuta",0.6922,1.3249,0.1676,0.493,0.5648,7,4,4.5,5,6,0.6468,1.781,-0.2204,-1.0961
"Vicia lathyroides",0.4698,1.1019,0.3057,0.4263,0.3282,8,3,3,5,7,0.4927,0.1011,-1.4794,-0.456
"Vicia lutea",0.6754,1.1807,0.219,0.5302,0.4273,7,4,5,7,7,0.392,1.1607,-0.1317,0.5423
"Vicia pannonica",0.7157,1.4215,0.2,0.6092,0.5048,7,4,6,7,7,0.7184,1.609,0.2291,0.5519
"Vicia pisiformis",0.6821,0.0512,0.197,0.0331,0.1103,6.5,3.5,3.5,8,6,-1.5717,0.262,-0.5816,0.8198
