"Habitat","Species","Historical land use","IndVal.g","p.value"
"Mesic grasslands","Cytisus hirsutus","Permanent crop",0.0613,0.678
"Mesic grasslands","Cytisus ratisbonensis","Forest",0.0674,0.26
"Mesic grasslands","Cytisus scoparius","Arable land",0.0349,1
"Mesic grasslands","Dactylis glomerata","Forest",0.4489,0.036
"Mesic grasslands","Dactylorhiza incarnata","Grassland",0.0371,1
"Mesic grasslands","Dactylorhiza maculata aggr.","Forest",0.0848,0.159
"Mesic grasslands","Dactylorhiza majalis","Grassland",0.1037,0.188
"Mesic grasslands","Dactylorhiza sambucina","Forest",0.1168,0.028
"Mesic grasslands","Danthonia decumbens","Arable land",0.1675,0.044
"Mesic grasslands","Daphne cneorum","Forest",0.0674,0.262
"Mesic grasslands","Datura stramonium","Forest",0.0674,0.261
"Mesic grasslands","Daucus carota","Arable land",0.3617,0.007
"Mesic grasslands","Deschampsia cespitosa aggr.","Grassland",0.3116,0.006
"Mesic grasslands","Dianthus armeria","Arable land",0.0469,0.523
"Mesic grasslands","Dianthus carthusianorum","Permanent crop",0.1375,0.074
"Mesic grasslands","Dianthus carthusianorum aggr.","Permanent crop",0.2467,0.004
"Mesic grasslands","Dianthus deltoides","Arable land",0.233,0.014
"Mesic grasslands","Dianthus seguieri","Forest",0.064,0.491
"Mesic grasslands","Dianthus superbus","Arable land",0.0839,0.472
"Mesic grasslands","Digitalis grandiflora","Arable land",0.0469,0.558
"Mesic grasslands","Digitaria sanguinalis","Grassland",0.0525,0.64
"Mesic grasslands","Dipsacus laciniatus","Grassland",0.0371,1
"Mesic grasslands","Dorycnium pentaphyllum","Grassland",0.0371,1
"Mesic grasslands","Draba nemorosa","Permanent crop",0.1048,0.053
"Mesic grasslands","Draba verna aggr.","Grassland",0.1266,0.132
"Mesic grasslands","Drabella muralis","Permanent crop",0.1816,0.001
"Mesic grasslands","Echinochloa crus-galli","Settlement",0.0949,0.134
"Mesic grasslands","Echinops sphaerocephalus","Arable land",0.0838,0.161
"Mesic grasslands","Echium vulgare","Permanent crop",0.1246,0.182
"Mesic grasslands","Elymus caninus","Grassland",0.0525,0.685
"Mesic grasslands","Elytrigia intermedia","Permanent crop",0.1549,0.011
"Mesic grasslands","Elytrigia repens aggr.","Arable land",0.2382,0.755
"Mesic grasslands","Epilobium angustifolium","Arable land",0.0473,0.917
"Mesic grasslands","Epilobium ciliatum","Grassland",0.0473,0.902
"Mesic grasslands","Epilobium hirsutum","Arable land",0.0813,0.212
"Mesic grasslands","Epilobium montanum","Permanent crop",0.0642,0.597
"Mesic grasslands","Epilobium palustre","Grassland",0.0697,0.496
"Mesic grasslands","Epilobium tetragonum","Arable land",0.0377,0.874
"Mesic grasslands","Epipactis atrorubens","Arable land",0.0469,0.561
"Mesic grasslands","Epipactis helleborine","Forest",0.047,0.871
"Mesic grasslands","Epipactis palustris","Arable land",0.0469,0.535
"Mesic grasslands","Equisetum arvense","Permanent crop",0.3003,0.011
"Mesic grasslands","Equisetum fluviatile","Grassland",0.0895,0.172
"Mesic grasslands","Equisetum palustre","Grassland",0.1599,0.044
"Mesic grasslands","Equisetum pratense","Forest",0.0545,0.498
"Mesic grasslands","Equisetum ramosissimum","Arable land",0.0469,0.525
"Mesic grasslands","Equisetum sylvaticum","Grassland",0.0648,0.636
"Mesic grasslands","Eragrostis minor","Arable land",0.0369,0.894
"Mesic grasslands","Erigeron acris","Arable land",0.1371,0.042
"Mesic grasslands","Erigeron annuus","Permanent crop",0.2621,0.001
"Mesic grasslands","Erigeron canadensis","Settlement",0.1968,0.006
"Mesic grasslands","Eriophorum angustifolium","Arable land",0.0452,0.952
"Mesic grasslands","Erodium cicutarium","Forest",0.0724,0.38
"Mesic grasslands","Eryngium campestre","Arable land",0.2635,0.001
"Mesic grasslands","Erysimum cheiranthoides","Grassland",0.0525,0.663
"Mesic grasslands","Erysimum marschallianum","Arable land",0.0469,0.527
"Mesic grasslands","Euonymus europaeus","Permanent crop",0.1468,0.011
"Mesic grasslands","Eupatorium cannabinum","Forest",0.0476,0.857
"Mesic grasslands","Euphorbia cyparissias","Forest",0.2068,0.025
"Mesic grasslands","Euphorbia dulcis","Permanent crop",0.1248,0.024
"Mesic grasslands","Euphorbia esula","Grassland",0.2371,0.011
"Mesic grasslands","Euphorbia helioscopia","Settlement",0.081,0.229
"Mesic grasslands","Euphorbia illirica","Grassland",0.0525,0.635
